Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;•//NN|UTR|SIN|IND|NOM//case//1 Vidare//AB|KOM//obl//2 föreslås//VB|PRS|SFO//ROOT//2 rationaliseringar//NN|UTR|PLU|IND|NOM//nsubj:pass//2 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 avvikelser//NN|UTR|PLU|IND|NOM//nmod//3 som//HP|-|-|-//nsubj//8 innebär//VB|PRS|AKT//acl:relcl//6 att//SN//mark//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 medlemsstater//NN|UTR|PLU|IND|NOM//nsubj//13 får//VB|PRS|AKT//aux//13 tillämpa//VB|INF|AKT//ccomp//8 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 skattesatser//NN|UTR|PLU|IND|NOM//obj//13 i//PP//case//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 områden//NN|NEU|PLU|IND|NOM//obl//13 .//MAD//punct//2
Vissa EG-relaterade frågor ;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 diskuterats//VB|SUP|SFO//ROOT//2 både//KN//advmod//5 på//PP//case//5 tjänstemannanivå//NN|UTR|SIN|IND|NOM//obl//2 inom//PP//case//7 EU//PM|NOM//nmod//5 och//KN//cc//10 av//PP//case//10 finansministrarna//NN|UTR|PLU|DEF|NOM//conj//7 på//PP//case//12 Ekofin-rådet//NN|NEU|SIN|DEF|NOM//nmod//10 vid//PP//case//16 ett//DT|NEU|SIN|IND//det//15 flertal//NN|NEU|SIN|IND|NOM//nmod//16 tillfällen//NN|NEU|PLU|IND|NOM//nmod//12 .//MAD//punct//2
Vissa EG-relaterade frågor ;Något//DT|NEU|SIN|IND//det//19 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//23 har//VB|PRS|AKT//aux//23 ännu//AB//advmod//23 inte//AB//advmod//23 fattats//VB|SUP|SFO//parataxis//2 (//PAD//punct//27 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 juni//NN|UTR|SIN|IND|NOM//obl:agent//23 2005//RG|NOM//nummod//27 )//PAD//punct//27 .//MAD//punct//2
Vissa EG-relaterade frågor ;Förlängning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 försöket//NN|NEU|SIN|DEF|NOM//nmod//0 med//PP//case//5 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//5 moms//NN|UTR|SIN|IND|NOM//nmod//2 på//PP//case//8 arbetsintensiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 tjänster//NN|UTR|PLU|IND|NOM//nmod//5
Vissa EG-relaterade frågor ;Genom//PP//case//3 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 direktiv//NN|NEU|SIN|IND|NOM//amod//3 2004/15//RG|NOM//obl//6 ///MID//cc//5 EG//PM|NOM//conj//3 förlängdes//VB|PRT|SFO//ROOT//6 den//DT|UTR|SIN|DEF//det//8 period//NN|UTR|SIN|IND|NOM//nsubj:pass//6 under//PP//case//10 vilket//HP|NEU|SIN|IND//obl//18 försöket//NN|NEU|SIN|DEF|NOM//nsubj//18 med//PP//case//13 lågmoms//NN|UTR|SIN|IND|NOM//nmod//11 på//PP//case//16 arbetsintensiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 tjänster//NN|UTR|PLU|IND|NOM//nmod//11 skulle//VB|PRT|AKT//aux//18 pågå//VB|INF|AKT//advcl//6 .//MAD//punct//6
Vissa EG-relaterade frågor ;I//PP//mark//26 stället//NN|NEU|SIN|DEF|NOM//fixed//20 för//PP//fixed//20 att//IE//mark//26 som//HP|-|-|-//mark//26 tidigare//AB|KOM//advmod//26 beslutat//VB|SUP|AKT//advcl//32 upphöra//VB|INF|AKT//xcomp//26 den//DT|UTR|SIN|DEF//det//30 31//RG|NOM//nummod//30 december//NN|UTR|SIN|IND|NOM//obl//27 2002//RG|NOM//nummod//30 bestämdes//VB|PRT|SFO//parataxis//6 nu//AB//advmod//32 att//SN//mark//37 försöket//NN|NEU|SIN|DEF|NOM//nsubj:pass//37 skulle//VB|PRT|AKT//aux//37 avslutas//VB|INF|SFO//ccomp//32 först//AB//advmod//37 den//DT|UTR|SIN|DEF//det//41 31//RG|NOM//nummod//41 december//NN|UTR|SIN|IND|NOM//obl//37 2005//RG|NOM//nummod//41 .//MAD//punct//41
Vissa EG-relaterade frågor ;Som//KN//mark//45 skäl//NN|NEU|SIN|IND|NOM//obl//48 för//PP//case//47 förlängningen//NN|UTR|SIN|DEF|NOM//nmod//45 anges//VB|PRS|SFO//conj//37 att//SN//mark//55 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj//55 utan//PP//case//53 en//DT|UTR|SIN|IND//det//53 förlängning//NN|UTR|SIN|IND|NOM//nmod//50 skulle//VB|PRT|AKT//aux//55 bli//VB|INF|AKT//ccomp//48 oklart//JJ|POS|NEU|SIN|IND|NOM//xcomp//55 eftersom//SN//case//59 något//DT|NEU|SIN|IND//det//59 beslut//NN|NEU|SIN|IND|NOM//obl//55 om//PP//case//61 förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//69 rörande//PP//case//65 en//DT|UTR|SIN|IND//det//65 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 översyn//NN|UTR|SIN|IND|NOM//nmod//61 av//PP//case//67 mervärdesskattesatserna//NN|UTR|PLU|DEF|NOM//nmod//65 inte//AB//advmod//69 tagits//VB|SUP|SFO//advcl//55 (//PAD//punct//69 KOM[2003//PAD//appos//69 ]//PAD//punct//71 397//RG|NOM//nummod//74 slutlig//JJ|POS|UTR|SIN|IND|NOM//appos//71 )//PAD//punct//69 .//MAD//punct//6
Vissa EG-relaterade frågor ;Försöket//NN|NEU|SIN|DEF|NOM//ROOT//0 med//PP//case//3 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//3 moms//NN|UTR|SIN|IND|NOM//nmod//0 på//PP//case//6 arbetsintensiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 tjänster//NN|UTR|PLU|IND|NOM//nmod//3 även//AB//advmod//11 för//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//6
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 lämnat//VB|SUP|AKT//ROOT//2 förslag//NN|NEU|SIN|IND|NOM//obj//2 till//PP//case//7 ett//DT|NEU|SIN|IND//det//7 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//7 direktiv//NN|NEU|SIN|IND|NOM//nmod//3 (//PAD//punct//9 KOM[2004]295//PM|NOM//appos//7 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 )//PAD//punct//9 om//PP//case//13 anpassning//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//17 det//DT|NEU|SIN|DEF//det//17 sjätte//RO|NOM//amod//17 direktivet//NN|NEU|SIN|DEF|NOM//nmod//13 med//PP//case//19 anledning//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//21 Tjeckiens//PM|GEN//nmod:poss//40 ,//MID//punct//23 Estlands//PM|GEN//conj//21 ,//MID//punct//25 Cyperns//PM|GEN//conj//21 ,//MID//punct//27 Lettlands//PM|GEN//conj//21 ,//MID//punct//29 Litauens//PM|GEN//conj//21 ,//MID//punct//31 Ungerns//PM|GEN//conj//21 ,//MID//punct//33 Maltas//PM|NOM//conj//21 ,//MID//punct//35 Polens//PM|GEN//conj//21 ,//MID//punct//37 Sloveniens//PM|GEN//conj//21 och//KN//cc//39 Slovakiens//PM|GEN//nmod:poss//40 anslutning//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//2
Vissa EG-relaterade frågor ;I//PP//case//1 förslaget//NN|NEU|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//26 de//DT|UTR/NEU|PLU|DEF//det//6 anslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 länder//NN|NEU|PLU|IND|NOM//nsubj//26 som//HP|-|-|-//nsubj//8 uttryckt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//6 önskemål//NN|NEU|SIN|IND|NOM//obj//8 om//PP//mark//12 att//IE//mark//12 tillämpa//VB|INF|AKT//acl//9 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//14 skattesats//NN|UTR|SIN|IND|NOM//obj//12 på//PP//case//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 arbetsintensiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 tjänster//NN|UTR|PLU|IND|NOM//obl//12 som//HP|-|-|-//nsubj:pass//20 räknas//VB|PRS|SFO//acl:relcl//18 upp//PL//compound:prt//20 i//PP//case//24 bilaga//NN|UTR|SIN|IND|NOM//nmod//24 K//NN|NEU|SIN|IND|NOM//obl//20 bör//VB|PRS|AKT//aux//26 få//VB|INF|AKT//dep//2 möjlighet//NN|UTR|SIN|IND|NOM//obj//26 till//PP//case//29 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//27 .//MAD//punct//2
Vissa EG-relaterade frågor ;I//PP//case//1 förslag//NN|NEU|SIN|IND|NOM//obl//13 till//PP//case//4 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 beslut//NN|NEU|SIN|IND|NOM//nmod//1 den//DT|UTR|SIN|DEF//det//7 21//RG|NOM//nummod//7 april//NN|UTR|SIN|IND|NOM//nmod//1 2004//RG|NOM//nummod//7 ,//MID//punct//10 KOM(2004)296//NN|UTR|SIN|IND|NOM//conj//1 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//10 ,//MID//punct//13 föreslås//VB|PRS|SFO//ROOT//13 att//SN//mark//17 rådet//NN|NEU|SIN|DEF|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 ge//VB|INF|AKT//ccomp//13 Tjeckien//PM|NOM//nmod:poss//19 tillstånd//NN|NEU|SIN|IND|NOM//obj//17 att//IE//mark//21 använda//VB|INF|AKT//acl//19 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//23 skattesats//NN|UTR|SIN|IND|NOM//obj//21 för//PP//case//25 fönsterputsning//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//27 städning//NN|UTR|SIN|IND|NOM//conj//25 i//PP//case//30 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 hushåll//NN|NEU|PLU|IND|NOM//nmod//27 och//KN//cc//32 hemtjänster//NN|UTR|PLU|IND|NOM//conj//30 .//MAD//punct//13
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//35 föreslår//VB|PRS|AKT//parataxis//13 också//AB//advmod//35 att//SN//mark//40 Polen//PM|NOM//nsubj//40 skall//VB|PRS|AKT//aux//40 få//VB|INF|AKT//ccomp//35 tillstånd//NN|NEU|SIN|IND|NOM//obj//40 att//IE//mark//43 tillämpa//VB|INF|AKT//acl//41 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//45 skattesats//NN|UTR|SIN|IND|NOM//obj//43 på//PP//case//48 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 reparationstjänster//NN|UTR|PLU|IND|NOM//obl//43 som//HP|-|-|-//nsubj//50 rör//VB|PRS|AKT//acl:relcl//48 cyklar//NN|UTR|PLU|IND|NOM//obj//50 ,//MID//punct//53 skor//NN|UTR|PLU|IND|NOM//conj//51 och//KN//cc//55 lädervaror//NN|UTR|PLU|IND|NOM//conj//51 samt//KN//cc//57 kläder//NN|UTR|PLU|IND|NOM//conj//51 och//KN//cc//59 hushållslinne//NN|NEU|SIN|IND|NOM//conj//57 (//PAD//punct//35 inbegripet//PC|PRF|NEU|SIN|IND|NOM//parataxis//35 lagning//NN|UTR|SIN|IND|NOM//obj//61 och//KN//cc//64 ändring//NN|UTR|SIN|IND|NOM//conj//62 )//PAD//punct//61 .//MAD//punct//35
Vissa EG-relaterade frågor ;1.2//RG|NOM//nmod//2 Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 rapporter//NN|UTR|PLU|IND|NOM//ROOT//2 om//PP//case//5 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 skattesatser//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//10 enlighet//NN|UTR|SIN|IND|NOM//fixed//6 med//PP//fixed//6 artikel//NN|UTR|SIN|IND|NOM//nmod//10 12.4//RG|NOM//nmod//2 i//PP//case//14 det//DT|NEU|SIN|DEF//det//14 sjätte//RO|NOM//amod//14 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//nmod//10
Vissa EG-relaterade frågor ;Enligt//PP//case//2 artikel//NN|UTR|SIN|IND|NOM//nmod//2 12.4//RG|NOM//obl//17 skall//VB|PRS|AKT//aux//17 rådet//NN|NEU|SIN|DEF|NOM//nsubj//17 vartannat//DT|NEU|SIN|IND//amod//6 år//NN|NEU|SIN|IND|NOM//nmod//4 med//PP//case//8 början//NN|UTR|SIN|DEF|NOM//nmod//4 1994//RG|NOM//nummod//8 ,//MID//punct//15 på//PP//case//15 grundval//NN|NEU|SIN|IND|NOM//fixed//11 av//PP//fixed//11 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 rapport//NN|UTR|SIN|IND|NOM//nmod//4 ,//MID//punct//17 granska//VB|INF|AKT//ROOT//17 omfattningen//NN|UTR|SIN|DEF|NOM//obj//17 av//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 skattesatserna//NN|UTR|PLU|DEF|NOM//nmod//18 .//MAD//punct//17
Vissa EG-relaterade frågor ;Rådet//NN|NEU|SIN|DEF|NOM//nsubj//30 kan//VB|PRS|AKT//aux//30 på//PP//case//28 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 förslag//NN|NEU|SIN|IND|NOM//obl//30 enhälligt//AB|POS//advmod//30 besluta//VB|INF|AKT//parataxis//17 att//IE//mark//32 ändra//VB|INF|AKT//xcomp//30 i//PP//case//34 förteckningen//NN|UTR|SIN|DEF|NOM//obl//32 över//PP//case//36 varor//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//38 tjänster//NN|UTR|PLU|IND|NOM//conj//36 i//PP//case//40 bilaga//NN|UTR|SIN|IND|NOM//nmod//38 H.//PM|NOM//obl//30
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//ROOT//0 första//RO|NOM//amod//2 rapport//NN|UTR|SIN|IND|NOM//nmod//0 (//PAD//punct//2 1994//RG|NOM//nummod//2 )//PAD//punct//0
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 första//RO|NOM//amod//2 rapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 lämnades//VB|PRT|SFO//ROOT//3 i//PP//case//5 december//NN|UTR|SIN|IND|NOM//obl//3 1994//RG|NOM//nummod//5 (//PAD//punct//5 COM[94//PM|NOM//appos//5 ]//PAD//punct//8 584//RG|NOM//nummod//11 final//NN|UTR|SIN|IND|NOM//appos//8 )//PAD//punct//5 .//MAD//punct//3
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//15 menade//VB|PRT|AKT//parataxis//3 sammanfattningsvis//AB//advmod//15 att//SN//mark//28 effekten//NN|UTR|SIN|DEF|NOM//nsubj//28 av//PP//case//20 systemet//NN|NEU|SIN|DEF|NOM//nmod//18 med//PP//case//24 den//DT|UTR|SIN|DEF//det//24 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 strukturen//NN|UTR|SIN|DEF|NOM//nmod//20 av//PP//case//26 skattesatser//NN|UTR|PLU|IND|NOM//nmod//24 hade//VB|PRT|AKT//aux//28 visat//VB|SUP|AKT//ccomp//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//28 vara//VB|INF|AKT//cop//31 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//28 .//MAD//punct//15
Vissa EG-relaterade frågor ;Någon//DT|UTR|SIN|IND//det//35 nämndvärd//JJ|POS|UTR|SIN|IND|NOM//amod//35 påverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//40 på//PP//case//37 gränshandeln//NN|UTR|SIN|DEF|NOM//nmod//35 kunde//VB|PRT|AKT//aux//40 inte//AB//advmod//40 påvisas//VB|INF|SFO//advcl//15 .//MAD//punct//3
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//43 menade//VB|PRT|AKT//parataxis//3 därför//AB//mark//48 att//SN//fixed//44 systemet//NN|NEU|SIN|DEF|NOM//nsubj//48 inte//AB//advmod//48 behövde//VB|PRT|AKT//advcl//43 förändras//VB|INF|SFO//xcomp//48 .//MAD//punct//3
Vissa EG-relaterade frågor ;Uttalandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 gjordes//VB|PRT|SFO//parataxis//3 dock//AB//advmod//52 utifrån//PP//case//55 förutsättningen//NN|UTR|SIN|DEF|NOM//obl//52 att//SN//mark//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 skulle//VB|PRT|AKT//aux//60 kunna//VB|INF|AKT//aux//60 fattas//VB|INF|SFO//acl//55 ett//DT|NEU|SIN|IND//det//62 beslut//NN|NEU|SIN|IND|NOM//obj//60 om//PP//case//66 ett//DT|NEU|SIN|IND//det//66 slutligt//JJ|POS|NEU|SIN|IND|NOM//amod//66 system//NN|NEU|SIN|IND|NOM//obl//60 där//HA//advmod//72 bland//PP//case//72 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//72 alla//DT|UTR/NEU|PLU|IND/DEF//det//72 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 särregler//NN|UTR|PLU|IND|NOM//nmod//66 som//HP|-|-|-//nsubj:pass//75 fick//VB|PRT|AKT//aux//75 tillämpas//VB|INF|SFO//acl:relcl//72 i//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//75
Vissa EG-relaterade frågor ;medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//12 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 skattesatser//NN|UTR|PLU|IND|NOM//nmod//0 med//PP//case//4 stöd//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//6 övergångsregler//NN|UTR|PLU|IND|NOM//nmod//4 i//PP//case//10 det//DT|NEU|SIN|DEF//det//10 sjätte//RO|NOM//amod//10 direktivet//NN|NEU|SIN|DEF|NOM//nmod//6 skulle//VB|PRT|AKT//aux//12 tas//VB|INF|SFO//ROOT//12 bort//PL//compound:prt//12 .//MAD//punct//12
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//ROOT//0 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 rapport//NN|UTR|SIN|IND|NOM//appos//0 (//PAD//punct//2 1997//RG|NOM//nummod//2 )//PAD//punct//0
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 rapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 avlämnades//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 13//RG|NOM//nummod//6 november//NN|UTR|SIN|IND|NOM//nsubj:pass//3 1997//RG|NOM//nummod//6 .//MAD//punct//3
Vissa EG-relaterade frågor ;I//PP//case//10 sammanfattningen//NN|UTR|SIN|DEF|NOM//obl//11 uttalade//VB|PRT|AKT//amod//12 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 bland//PP//case//15 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//15 följande//NN|NEU|SIN|IND|NOM//nmod//12 .//MAD//punct//3
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 mervärdesskattesatsstrukturen//NN|UTR|SIN|DEF|NOM//nsubj//20 utgör//VB|PRS|AKT//parataxis//3 inte//AB//advmod//20 något//DT|NEU|SIN|IND//det//23 hinder//NN|NEU|SIN|IND|NOM//obj//20 på//PP//case//25 gemenskapsnivå//NN|UTR|SIN|IND|NOM//nmod//23 för//PP//mark//32 att//SN//mark//32 övergångsbestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//32 för//PP//case//30 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//28 skall//VB|PRS|AKT//aux//32 fungera//VB|INF|AKT//advcl//20 .//MAD//punct//3
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//35 menade//VB|PRT|AKT//parataxis//3 att//SN//mark//44 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//44 i//PP//case//39 skattesatser//NN|UTR|PLU|IND|NOM//nmod//37 i//PP//advmod//44 allmänhet//NN|UTR|SIN|IND|NOM//fixed//40 inte//AB//advmod//44 hade//VB|PRT|AKT//aux//44 hämmat//VB|SUP|AKT//ccomp//35 den//DT|UTR|SIN|DEF//det//47 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 handeln//NN|UTR|SIN|DEF|NOM//obj//44 men//KN//cc//51 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 fanns//VB|PRT|SFO//amod//73 bevis//NN|NEU|PLU|IND|NOM//obj//51 för//PP//mark//64 att//SN//mark//64 de//DT|UTR/NEU|PLU|DEF//det//57 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj//64 (//PAD//punct//57 mellan//PP//case//60 länderna//NN|NEU|PLU|DEF|NOM//nmod//57 )//PAD//punct//57 ibland//AB//advmod//64 kunde//VB|PRT|AKT//aux//64 påverka//VB|INF|AKT//acl//52 konsumentbeslut//NN|NEU|SIN|IND|NOM//obj//64 på//PP//case//69 ett//DT|NEU|SIN|IND//det//69 snedvridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 sätt//NN|NEU|SIN|IND|NOM//obl//64 .//MID//punct//51
Vissa EG-relaterade frågor ;Två//RG|NOM//nummod//73 inneboende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 problem//NN|NEU|PLU|IND|NOM//obj//74 ansåg//VB|PRT|AKT//conj//44 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//74 ändå//AB//advmod//74 att//SN//mark//82 systemet//NN|NEU|SIN|DEF|NOM//nsubj//82 hade//VB|PRT|AKT//aux//82 som//HP|-|-|-//nsubj//82 kunde//VB|PRT|AKT//aux//82 medföra//VB|INF|AKT//ccomp//74 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 snedvridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 effekter//NN|UTR|PLU|IND|NOM//obj//82 på//PP//case//87 konkurrenssituationen//NN|UTR|SIN|DEF|NOM//nmod//85 .//MAD//punct//35
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//90 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//94 var//VB|PRT|AKT//cop//94 den//DT|UTR|SIN|DEF//det//94 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 karaktären//NN|UTR|SIN|DEF|NOM//parataxis//35 på//PP//case//97 bilaga//NN|UTR|SIN|IND|NOM//nmod//97 H//PM|NOM//nmod//94 och//KN//cc//100 den//DT|UTR|SIN|DEF//det//100 andra//RO|NOM//conj//94 var//VB|PRT|AKT//cop//94 att//SN//mark//104 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 saknas//VB|PRS|SFO//csubj//94 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 definitioner//NN|UTR|PLU|IND|NOM//nsubj:pass//104 av//PP//case//109 de//DT|UTR/NEU|PLU|DEF//det//109 kategorier//NN|UTR|PLU|IND|NOM//nmod//106 som//HP|-|-|-//nsubj:pass//111 räknas//VB|PRS|SFO//acl:relcl//109 upp//PL//compound:prt//111 i//PP//case//114 bilagan//NN|UTR|SIN|DEF|NOM//obl//111 .//MAD//punct//35
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//117 uppgav//VB|PRT|AKT//parataxis//35 också//AB//advmod//117 att//SN//mark//121 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//121 fanns//VB|PRT|SFO//ccomp//117 skiljaktigheter//NN|UTR|PLU|IND|NOM//nsubj//121 i//PP//case//128 fråga//NN|UTR|SIN|IND|NOM//fixed//123 om//PP//fixed//123 ett//DT|NEU|SIN|IND//det//127 antal//NN|NEU|SIN|IND|NOM//nmod//128 kategorier//NN|UTR|PLU|IND|NOM//nmod//122 .//MAD//punct//121
Vissa EG-relaterade frågor ;I//PP//case//132 det//DT|NEU|SIN|DEF//det//132 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//133 uttalade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//134 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//121 att//SN//mark//138 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//138 är//VB|PRS|AKT//cop//138 medveten//JJ|POS|UTR|SIN|IND|NOM//acl//134 om//PP//mark//144 att//SN//mark//144 bilaga//NN|UTR|SIN|IND|NOM//nmod//142 H//PM|NOM//nsubj//144 inte//AB//advmod//144 beaktar//VB|PRS|AKT//advcl//138 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//det//148 ny//JJ|POS|UTR|SIN|IND|NOM//amod//148 teknologisk//JJ|POS|UTR|SIN|IND|NOM//amod//148 utveckling//NN|UTR|SIN|IND|NOM//obj//144 som//HP|-|-|-//nsubj//150 ägt//VB|SUP|AKT//acl:relcl//148 rum//NN|NEU|SIN|IND|NOM//compound:prt//150 efter//PP//mark//155 att//SN//mark//155 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//155 antogs//VB|PRT|SFO//advcl//144 år//NN|NEU|SIN|IND|NOM//nmod//157 1992//RG|NOM//obl//155 samt//KN//cc//163 att//SN//mark//163 bilaga//NN|UTR|SIN|IND|NOM//nmod//161 H//PM|NOM//nsubj//163 inte//AB//advmod//163 har//VB|PRS|AKT//conj//117 någon//DT|UTR|SIN|IND//det//168 konsekvent//JJ|POS|UTR|SIN|IND|NOM//amod//168 och//KN//cc//167 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//165 uppläggning//NN|UTR|SIN|IND|NOM//obj//163 vilket//HP|NEU|SIN|IND//nsubj//172 ibland//AB//advmod//172 kan//VB|PRS|AKT//aux//172 ge//VB|INF|AKT//acl:relcl//168 upphov//NN|NEU|SIN|IND|NOM//obj//172 till//PP//case//175 svårigheter//NN|UTR|PLU|IND|NOM//obl//172 i//PP//case//178 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//178 sektorer//NN|UTR|PLU|IND|NOM//nmod//175 .//MAD//punct//35
